command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +2-0,Bruce,TEXT,1597413469665,,1597413471835
lastname,Autofill,Wayne,TEXT,1597413471851,,1597413471855
address,Autofill,1007 Mountain Drive,TEXT,1597413471865,,1597413471867
country,Autofill,USA,SELECT,1597413471879,,1597413471892
pin,Autofill,07001,TEXT,1597413471899,,1597413471903
email,Autofill,batbruce@rich.com,TEXT,1597413471915,,1597413471920
phone,Autofill,12233447890,TEXT,1597413471931,,1597413471934
city,Autofill,Gotham,TEXT,1597413471946,,1597413471950
state,Autofill,New York,TEXT,1597413471964,,1597413471966
firstname,Keyboard +2-0,Bruce,TEXT,1597413469665,,1597413473497
firstname,Autofill,Bruce,TEXT,1597413471845,,1597413473504
firstname,Autofill,Bruce,TEXT,1597413471977,,1597413473511
profession,Autofill,CEO,SELECT,1597413473521,,1597413475832
landmark,Autofill,Hospital,TEXT,1597413475846,,1597413479634
gender,Mouse Click,male,RADIO,1597413479649,,1597413482801
vehicle,Mouse Click,bike,CHECKBOX,1597413484177,,1597413485953
range,Autofill,38,RANGE,1597413485959,,1597413488512
description,Keyboard +5-0,Test,TEXTAREA,1597413488518,,1597413490674
