command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +4-0,Pablo,TEXT,1597225645149,,1597225648215
lastname,Autofill,Escobar,TEXT,1597225648221,,1597225648225
address,Autofill,5860 North Bay Road,TEXT,1597225648231,,1597225648236
country,Autofill,USA,SELECT,1597225648247,,1597225648253
pin,Autofill,33140,TEXT,1597225648263,,1597225648266
email,Autofill,escobar@netflix.com,TEXT,1597225648276,,1597225648278
phone,Autofill,0112276899,TEXT,1597225648283,,1597225648286
city,Autofill,Miami,TEXT,1597225648295,,1597225648297
state,Autofill,Florida,TEXT,1597225648306,,1597225648311
firstname,Keyboard +1-0,Pablo,TEXT,1597225645149,,1597225648613
firstname,Keyboard +2-0,Pablo,TEXT,1597225648218,,1597225648617
firstname,Keyboard +3-0,Pablo,TEXT,1597225648317,,1597225648620
lastname,Keyboard +1-0,Escobar,TEXT,1597225648221,,1597225649213
lastname,Keyboard +2-0,Escobar,TEXT,1597225648230,,1597225649216
lastname,Keyboard +3-0,Escobar,TEXT,1597225648628,,1597225649218
address,Autofill,5860 North Bay Road,TEXT,1597225648231,,1597225652206
address,Autofill,5860 North Bay Road,TEXT,1597225648245,,1597225652210
address,Autofill,5860 North Bay Road,TEXT,1597225649226,,1597225652214
gender,Mouse Click,male,RADIO,1597225652220,,1597225654724
vehicle,Mouse Click,car,CHECKBOX,1597225654730,,1597225656934
range,Autofill,40,RANGE,1597225656940,,1597225662340
profession,Autofill,drug lord,SELECT,1597225662346,,1597225666734
description,Keyboard +14-0,no description,TEXTAREA,1597225666772,,1597225672282
landmark,Keyboard +3-0,Laboratory,TEXT,1597225672363,,1597225676058
phone,Autofill,0112276899,TEXT,1597225648283,,1597225679535
phone,Autofill,0112276899,TEXT,1597225648294,,1597225679559
phone,Autofill,0112276899,TEXT,1597225676110,,1597225679582
