command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Harry,TEXT,1597225447771,,1597225448758
lastname,Autofill,Potter,TEXT,1597225448781,,1597225448784
address,Autofill,"4, Privet Drive",TEXT,1597225448794,,1597225448798
country,Autofill,United Kingdom,SELECT,1597225448810,,1597225448822
pin,Autofill,RG12 9FG,TEXT,1597225448834,,1597225448839
email,Autofill,harry.potter@hogwarts.com,TEXT,1597225448851,,1597225448854
city,Autofill,Surrey,TEXT,1597225448863,,1597225448868
firstname,Autofill,Harry,TEXT,1597225447771,,1597225450379
firstname,Autofill,Harry,TEXT,1597225448776,,1597225450384
firstname,Autofill,Harry,TEXT,1597225448880,,1597225450389
phone,Autofill,,TEXT,1597225450403,,1597225451506
phone,Keyboard +7-0,5213961394,TEXT,1597225450403,,1597225456923
phone,Keyboard +8-0,5213961394,TEXT,1597225451511,,1597225456927
phone,Keyboard +9-0,5213961394,TEXT,1597225452218,,1597225456935
state,Keyboard +3-0,Watford,TEXT,1597225456947,,1597225463635
gender,Mouse Click,male,RADIO,1597225465868,,1597225467914
vehicle,Mouse Click,bike,CHECKBOX,1597225467920,,1597225469786
range,Autofill,20,RANGE,1597225469794,,1597225473514
profession,Autofill,student,SELECT,1597225473520,,1597225477707
landmark,Keyboard +2-0,school,TEXT,1597225477718,,1597225480947
description,Keyboard +14-0,no description,TEXTAREA,1597225480954,,1597225489492
