command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597834877130,,1597834877981
lastname,Autofill,Holmes,TEXT,1597834877990,,1597834877993
address,Autofill,"221B, Baker Street",TEXT,1597834877997,,1597834878001
country,Autofill,United Kingdom,SELECT,1597834878010,,1597834878015
pin,Autofill,NW1 6XE,TEXT,1597834878032,,1597834878035
email,Autofill,sherlock@gov.uk,TEXT,1597834878042,,1597834878045
phone,Autofill,01747503639,TEXT,1597834878057,,1597834878061
city,Autofill,London,TEXT,1597834878071,,1597834878078
profession,Mouse Click,detective,SELECT,1597834879212,,1597834881672
landmark,Autofill,Hospital,TEXT,1597834881679,,1597834884288
state,Mouse Click,,TEXT,1597834884296,,1597834886671
state,Keyboard +3-0,England,TEXT,1597834884296,,1597834892729
gender,Mouse Click,male,RADIO,1597834892747,,1597834896141
vehicle,Autofill,car,CHECKBOX,1597834896147,,1597834897327
range,Mouse Click,38,RANGE,1597834897333,,1597834899100
range,Mouse Click,35,RANGE,1597834897333,,1597834902638
description,Keyboard +6-0,Hello,TEXTAREA,1597834902654,,1597834908557
save,Mouse Click,,SUBMIT,1597834908564,,1597834909608
