command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +1-0,Bruce,TEXT,1597909566632,,1597909567648
lastname,Autofill,Wayne,TEXT,1597909567659,,1597909567666
address,Autofill,1007 Mountain Drive,TEXT,1597909567677,,1597909567680
country,Autofill,USA,SELECT,1597909567689,,1597909567701
pin,Autofill,07001,TEXT,1597909567711,,1597909567714
email,Autofill,batbruce@rich.com,TEXT,1597909567722,,1597909567726
phone,Autofill,12233447890,TEXT,1597909567737,,1597909567741
city,Autofill,Gotham,TEXT,1597909567750,,1597909567755
state,Autofill,New York,TEXT,1597909567766,,1597909567773
profession,Mouse Click,CEO,SELECT,1597909570113,,1597909571623
landmark,Mouse Click,Hospital,TEXT,1597909572568,,1597909574834
gender,Mouse Click,male,RADIO,1597909578681,,1597909579445
vehicle,Mouse Click,bike,CHECKBOX,1597909581782,,1597909582494
range,Mouse Click,38,RANGE,1597909583682,,1597909587764
description,Keyboard +3-0,sth,TEXTAREA,1597909587770,,1597909589865
save,Mouse Click,,SUBMIT,1597909590327,,1597909590402
