command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597834952141,,1597834954253
lastname,Autofill,Wayne,TEXT,1597834954261,,1597834954265
address,Autofill,1007 Mountain Drive,TEXT,1597834954276,,1597834954278
country,Autofill,USA,SELECT,1597834954286,,1597834954296
pin,Autofill,07001,TEXT,1597834954306,,1597834954309
email,Autofill,batbruce@rich.com,TEXT,1597834954317,,1597834954321
phone,Autofill,12233447890,TEXT,1597834954333,,1597834954337
city,Autofill,Gotham,TEXT,1597834954342,,1597834954345
state,Autofill,New York,TEXT,1597834954358,,1597834954364
profession,Mouse Click,CEO,SELECT,1597834956005,,1597834958011
landmark,Keyboard +5-0,Hospital,TEXT,1597834958027,,1597834963309
gender,Mouse Click,male,RADIO,1597834963320,,1597834966465
vehicle,Mouse Click,bike,CHECKBOX,1597834966472,,1597834969506
range,Mouse Click,38,RANGE,1597834969511,,1597834974245
description,Keyboard +6-0,"ls
sdf",TEXTAREA,1597834974254,,1597834980968
save,Mouse Click,,SUBMIT,1597834980975,,1597834981870
