command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Harry,TEXT,1597219172128,,1597219174794
lastname,Autofill,Potter,TEXT,1597219174805,,1597219174809
address,Autofill,"4, Privet Drive",TEXT,1597219174822,,1597219174826
country,Autofill,United Kingdom,SELECT,1597219174835,,1597219174847
pin,Autofill,RG12 9FG,TEXT,1597219174863,,1597219174866
email,Autofill,harry.potter@hogwarts.com,TEXT,1597219174877,,1597219174880
city,Autofill,Surrey,TEXT,1597219174890,,1597219174896
firstname,Autofill,Harry,TEXT,1597219172128,,1597219180040
firstname,Autofill,Harry,TEXT,1597219174802,,1597219180044
firstname,Autofill,Harry,TEXT,1597219174905,,1597219180049
profession,Autofill,student,SELECT,1597219182336,,1597219185023
landmark,Autofill,School,TEXT,1597219186248,,1597219188767
phone,Autofill,,TEXT,1597219190344,,1597219196048
phone,Autofill,,TEXT,1597219190344,,1597219198079
phone,Autofill,,TEXT,1597219196055,,1597219198084
phone,Autofill,,TEXT,1597219197416,,1597219198089
phone,Keyboard +11-0,5213961394,TEXT,1597219190344,,1597219205722
phone,Keyboard +12-0,5213961394,TEXT,1597219196055,,1597219205727
phone,Keyboard +13-0,5213961394,TEXT,1597219197416,,1597219205732
phone,Keyboard +14-0,5213961394,TEXT,1597219198093,,1597219205738
phone,Keyboard +15-0,5213961394,TEXT,1597219199688,,1597219205743
state,Keyboard +3-0,Watford,TEXT,1597219217521,,1597219222200
gender,Mouse Click,male,RADIO,1597219223144,,1597219225103
vehicle,Mouse Click,bike,CHECKBOX,1597219225680,,1597219227528
range,Autofill,23,RANGE,1597219227533,,1597219238056
range,Autofill,20,RANGE,1597219227533,,1597219247848
range,Autofill,20,RANGE,1597219238059,,1597219247851
range,Autofill,20,RANGE,1597219245560,,1597219247854
description,Keyboard +17-0,Description test,TEXTAREA,1597219248713,,1597219254299
