command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +2-0,Bruce,TEXT,1597840070142,,1597840072241
lastname,Autofill,Wayne,TEXT,1597840072248,,1597840072251
address,Autofill,1007 Mountain Drive,TEXT,1597840072256,,1597840072260
country,Autofill,USA,SELECT,1597840072266,,1597840072271
pin,Autofill,07001,TEXT,1597840072282,,1597840072286
email,Autofill,batbruce@rich.com,TEXT,1597840072297,,1597840072301
phone,Autofill,12233447890,TEXT,1597840072307,,1597840072310
city,Autofill,Gotham,TEXT,1597840072317,,1597840072322
state,Autofill,New York,TEXT,1597840072331,,1597840072333
profession,Mouse Click,CEO,SELECT,1597840074140,,1597840076800
landmark,Keyboard +1-0,Hospital,TEXT,1597840076809,,1597840082525
gender,Mouse Click,male,RADIO,1597840082534,,1597840086044
vehicle,Mouse Click,bike,CHECKBOX,1597840086057,,1597840088512
range,Mouse Click,38,RANGE,1597840088523,,1597840092676
description,Keyboard +8-0,zdrghzeh,TEXTAREA,1597840092683,,1597840095775
save,Mouse Click,,SUBMIT,1597840095785,,1597840096729
