command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597821051584,,1597821054446
lastname,Autofill,Wayne,TEXT,1597821054457,,1597821054462
address,Autofill,1007 Mountain Drive,TEXT,1597821054474,,1597821054480
country,Autofill,USA,SELECT,1597821054489,,1597821054497
pin,Autofill,07001,TEXT,1597821054511,,1597821054515
email,Autofill,batbruce@rich.com,TEXT,1597821054528,,1597821054533
phone,Autofill,12233447890,TEXT,1597821054546,,1597821054551
city,Autofill,Gotham,TEXT,1597821054568,,1597821054575
state,Autofill,New York,TEXT,1597821054589,,1597821054592
profession,Mouse Click,CEO,SELECT,1597821056114,,1597821058290
landmark,Autofill,Hospital,TEXT,1597821058311,,1597821062941
gender,Autofill,male,RADIO,1597821062958,,1597821064728
vehicle,Mouse Click,bike,CHECKBOX,1597821070020,,1597821073682
range,Mouse Click,38,RANGE,1597821076886,,1597821080720
description,Keyboard +11-0,Bruce Wayne,TEXTAREA,1597821080726,,1597821091201
save,Mouse Click,,SUBMIT,1597821091208,,1597821092629
