command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +4-0,Bruce,TEXT,1597225612684,,1597225615801
lastname,Autofill,Wayne,TEXT,1597225615808,,1597225615810
address,Autofill,1007 Mountain Drive,TEXT,1597225615816,,1597225615818
country,Autofill,USA,SELECT,1597225615826,,1597225615834
pin,Autofill,07001,TEXT,1597225615847,,1597225615850
email,Autofill,batbruce@rich.com,TEXT,1597225615860,,1597225615862
phone,Autofill,12233447890,TEXT,1597225615873,,1597225615879
city,Autofill,Gotham,TEXT,1597225615890,,1597225615892
state,Autofill,New York,TEXT,1597225615915,,1597225615917
firstname,Keyboard +1-0,Bruce,TEXT,1597225612684,,1597225616103
firstname,Keyboard +2-0,Bruce,TEXT,1597225615806,,1597225616111
firstname,Keyboard +3-0,Bruce,TEXT,1597225615926,,1597225616116
lastname,Keyboard +1-0,Wayne,TEXT,1597225615808,,1597225616966
lastname,Keyboard +2-0,Wayne,TEXT,1597225615815,,1597225616971
lastname,Keyboard +3-0,Wayne,TEXT,1597225616128,,1597225616977
address,Keyboard +1-0,1007 Mountain Drive,TEXT,1597225615816,,1597225619461
address,Keyboard +2-0,1007 Mountain Drive,TEXT,1597225615824,,1597225619464
address,Keyboard +3-0,1007 Mountain Drive,TEXT,1597225616988,,1597225619469
country,Keyboard +1-0,USA,SELECT,1597225615826,,1597225619740
country,Keyboard +2-0,USA,SELECT,1597225615841,,1597225619743
country,Keyboard +3-0,USA,SELECT,1597225619478,,1597225619747
pin,Autofill,07001,TEXT,1597225615847,,1597225620980
pin,Autofill,07001,TEXT,1597225615858,,1597225620986
pin,Autofill,07001,TEXT,1597225619756,,1597225620992
gender,Mouse Click,male,RADIO,1597225621003,,1597225624421
vehicle,Mouse Click,bike,CHECKBOX,1597225624426,,1597225627604
range,Autofill,38,RANGE,1597225627609,,1597225631838
profession,Autofill,CEO,SELECT,1597225631844,,1597225634141
landmark,Autofill,Hospital,TEXT,1597225634147,,1597225636036
description,Keyboard +14-0,no description,TEXTAREA,1597225636043,,1597225642225
