command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +2-0,Sherlock,TEXT,1597413360520,,1597413362064
lastname,Autofill,Holmes,TEXT,1597413362072,,1597413362075
address,Autofill,"221B, Baker Street",TEXT,1597413362081,,1597413362084
country,Autofill,United Kingdom,SELECT,1597413362091,,1597413362096
pin,Autofill,NW1 6XE,TEXT,1597413362104,,1597413362109
email,Autofill,sherlock@gov.uk,TEXT,1597413362116,,1597413362119
phone,Autofill,01747503639,TEXT,1597413362127,,1597413362130
city,Autofill,London,TEXT,1597413362139,,1597413362142
firstname,Keyboard +2-0,Sherlock,TEXT,1597413360520,,1597413364327
firstname,Autofill,Sherlock,TEXT,1597413362070,,1597413364331
firstname,Autofill,Sherlock,TEXT,1597413362149,,1597413364340
profession,Keyboard +1-0,detective,SELECT,1597413364349,,1597413367472
landmark,Keyboard +3-0,Hospital,TEXT,1597413367478,,1597413370226
phone,Keyboard +1-0,01747503639,TEXT,1597413362127,,1597413371400
phone,Keyboard +2-0,01747503639,TEXT,1597413362137,,1597413371404
phone,Keyboard +3-0,01747503639,TEXT,1597413370238,,1597413371408
city,Keyboard +1-0,London,TEXT,1597413362139,,1597413371705
city,Keyboard +2-0,London,TEXT,1597413362146,,1597413371709
city,Keyboard +3-0,London,TEXT,1597413371417,,1597413371712
state,Keyboard +3-0,England,TEXT,1597413371722,,1597413373425
gender,Mouse Click,male,RADIO,1597413373437,,1597413378471
vehicle,Mouse Click,car,CHECKBOX,1597413378480,,1597413380809
range,Autofill,35,RANGE,1597413380815,,1597413384726
description,Keyboard +5-0,Test,TEXTAREA,1597413384732,,1597413386487
