command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Keyboard +1-0,Bruce,TEXT,1597826986204,,1597826989171
lastname,Autofill,Wayne,TEXT,1597826989221,,1597826989244
address,Autofill,1007 Mountain Drive,TEXT,1597826989293,,1597826989313
country,Autofill,USA,SELECT,1597826989352,,1597826989393
pin,Autofill,07001,TEXT,1597826989432,,1597826989445
email,Autofill,batbruce@rich.com,TEXT,1597826989511,,1597826989528
phone,Autofill,12233447890,TEXT,1597826989574,,1597826989592
city,Autofill,Gotham,TEXT,1597826989639,,1597826989658
state,Autofill,New York,TEXT,1597826989702,,1597826989720
profession,Mouse Click,CEO,SELECT,1597826991793,,1597826994667
landmark,Mouse Click,Hospital,TEXT,1597826994731,,1597827000492
gender,Mouse Click,male,RADIO,1597827001901,,1597827002889
vehicle,Mouse Click,bike,CHECKBOX,1597827004274,,1597827005465
range,Mouse Click,38,RANGE,1597827006571,,1597827009669
description,Keyboard +3-0,hjl,TEXTAREA,1597827009680,,1597827013060
save,Mouse Click,,SUBMIT,1597827013071,,1597827014398
