command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto film Bruce Wayne,False,,,1597086256001,1597086259262,1597086259275
firstname,Autofill,Bruce,TEXT,1597086261692,1597086265272,1597086265281
lastname,Autofill,Wayne,TEXT,1597086261692,1597086265272,1597086265283
address,Autofill,1007 Mountain Drive,TEXT,1597086261692,1597086265272,1597086265284
country,Autofill,USA,SELECT,1597086261692,1597086265272,1597086265286
pin,Autofill,07001,TEXT,1597086261692,1597086265272,1597086265287
email,Autofill,batbruce@rich.com,TEXT,1597086261692,1597086265272,1597086265289
phone,Autofill,1122334478,TEXT,1597086261692,1597086265272,1597086265290
city,Autofill,Gotham,TEXT,1597086261692,1597086265272,1597086265292
state,Autofill,,TEXT,1597086261692,1597086265272,1597086265293
stay New York,False,,,1597086266086,1597086270132,1597086270143
State New York,True,New York,TEXT,1597086271238,1597086279150,1597086279161
gender reveal,True,reveal,FORM,1597086280084,1597086284011,1597086284024
vehicle bike,True,bike,CHECKBOX,1597086284932,1597086287239,1597086287253
gender male,True,male,RADIO,1597086288710,1597086292197,1597086292210
profession CEO,True,CEO,SELECT,1597086297664,1597086301172,1597086301185
landmark Hospital,True,Hospital,TEXT,1597086302549,1597086306182,1597086306194
description,True,,,1597086307176,1597086309194,1597086309206
Description ,True,,,1597086322727,1597086326853,1597086326867
Description this is a short description about Bruce Wayne who is also known as Batman,True,this is a short description about Bruce Wayne who is also known as Batman,TEXTAREA,1597086327784,1597086335285,1597086335298
save,True,,,1597086336509,1597086338673,1597086338686
