command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto fuel Sherlock Holmes,False,,,1597911940839,1597911945589,
Otto fuel Sherlock Holmes,False,,,1597911946805,1597911950176,
firstname,Autofill,Sherlock,TEXT,1597911951711,1597911954790,1597911954801
lastname,Autofill,Holmes,TEXT,1597911951711,1597911954790,1597911954803
address,Autofill,"221B, Baker Street",TEXT,1597911951711,1597911954790,1597911954804
country,Autofill,United Kingdom,SELECT,1597911951711,1597911954790,1597911954806
pin,Autofill,NW1 6XE,TEXT,1597911951711,1597911954790,1597911954807
email,Autofill,sherlock@gov.uk,TEXT,1597911951711,1597911954790,1597911954810
phone,Autofill,1747503639,TEXT,1597911951711,1597911954790,1597911954814
city,Autofill,London,TEXT,1597911951711,1597911954790,1597911954817
state,Autofill,,TEXT,1597911951711,1597911954790,1597911954819
description something,True,something,TEXTAREA,1597911955508,1597911959343,1597911959349
age 35,True,35,RANGE,1597911960304,1597911963165,1597911963171
vehicle car,True,car,CHECKBOX,1597911963884,1597911966455,1597911966468
gender male,True,male,RADIO,1597911967777,1597911970235,1597911970242
State England,True,England,TEXT,1597911971480,1597911974520,1597911974533
landmark Hospital,True,Hospital,TEXT,1597911975845,1597911979496,1597911979506
profession detective,True,detective,SELECT,1597911981312,1597911983978,1597911983985
save,True,,,1597911985131,1597911986855,1597911986867
