command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597922474301,1597922477898,1597922477908
lastname,Autofill,Wayne,TEXT,1597922474301,1597922477898,1597922477909
address,Autofill,1007 Mountain Drive,TEXT,1597922474301,1597922477898,1597922477911
country,Autofill,USA,SELECT,1597922474301,1597922477898,1597922477913
pin,Autofill,07001,TEXT,1597922474301,1597922477898,1597922477915
email,Autofill,batbruce@rich.com,TEXT,1597922474301,1597922477898,1597922477919
phone,Autofill,1122334478,TEXT,1597922474301,1597922477898,1597922477922
city,Autofill,Gotham,TEXT,1597922474301,1597922477898,1597922477926
state,Autofill,,TEXT,1597922474301,1597922477898,1597922477928
profession CEO,True,CEO,SELECT,1597922479540,1597922482380,1597922482389
landmark Hospital,True,Hospital,TEXT,1597922483120,1597922485501,1597922485507
State New York,True,New York,TEXT,1597922486229,1597922488678,1597922488685
gender male,True,male,RADIO,1597922489404,1597922491571,1597922491579
vehicle bike,True,bike,CHECKBOX,1597922492296,1597922494762,1597922494779
age 38,True,38,RANGE,1597922495490,1597922497747,1597922497756
description any description,True,any description,TEXTAREA,1597922498762,1597922501932,1597922501943
save,True,,,1597922502648,1597922504420,1597922504428
