command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
profession detective,True,detective,SELECT,1597407210685,1597407215719,1597407215728
last name,True,,,1597407218638,1597407220993,
Last Name Dream,True,Dream,TEXT,1597407221884,1597407223373,1597407223417
last name Drew,True,Drew,TEXT,1597407226263,1597407230320,1597407230414
vehicle,True,,,1597407233357,1597407235602,
Vehicle Mike,True,Mike,FORM,1597407236985,1597407239260,
Google,False,,,1597407240807,1597407243058,
vehicle,True,,,1597407243902,1597407245975,
Vehicle boat,True,boat,FORM,1597407247150,1597407248541,
save,True,,,1597407250655,1597407252634,1597407252681
