command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597395919156,1597395922943,1597395922952
lastname,Autofill,Watson,TEXT,1597395919156,1597395922943,1597395922954
address,Autofill,"221B, Baker Street",TEXT,1597395919156,1597395922943,1597395922956
country,Autofill,United Kingdom,SELECT,1597395919156,1597395922943,1597395922958
pin,Autofill,NW1 6XE,TEXT,1597395919156,1597395922943,1597395922959
email,Autofill,johnw@beingdoctor.com,TEXT,1597395919156,1597395922943,1597395922961
phone,Autofill,0112634888,TEXT,1597395919156,1597395922943,1597395922962
city,Autofill,London,TEXT,1597395919156,1597395922943,1597395922965
state,Autofill,,TEXT,1597395919156,1597395922943,1597395922970
profession doctor,True,doctor,SELECT,1597395924474,1597395926917,1597395926922
landmark library,True,library,TEXT,1597395928536,1597395931373,1597395931380
State England,True,England,TEXT,1597395932412,1597395935474,1597395935482
gender male,True,male,RADIO,1597395936293,1597395940014,1597395940024
vehicle car,True,car,CHECKBOX,1597395940929,1597395943112,1597395943120
age 36,True,36,RANGE,1597395944040,1597395947460,1597395947466
description John Watson from England details,True,John Watson from England details,TEXTAREA,1597395948193,1597395953640,1597395953649
sale,False,,,1597395954349,1597395955932,
sale,False,,,1597395956649,1597395958378,
save,True,,,1597395959410,1597395961437,1597395961450
