command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Nancy,TEXT,1597139848766,1597139852168,1597139852183
lastname,Autofill,Drew,TEXT,1597139848766,1597139852168,1597139852186
address,Autofill,"69, Seeawl Lane",TEXT,1597139848766,1597139852168,1597139852189
country,Autofill,USA,SELECT,1597139848766,1597139852168,1597139852192
pin,Autofill,07101,TEXT,1597139848766,1597139852168,1597139852194
email,Autofill,nancy.drew@sleuth.com,TEXT,1597139848766,1597139852168,1597139852196
phone,Autofill,1286659805,TEXT,1597139848766,1597139852168,1597139852199
city,Autofill,River Heights,TEXT,1597139848766,1597139852168,1597139852202
state,Autofill,,TEXT,1597139848766,1597139852168,1597139852204
profession detective,True,detective,SELECT,1597139854593,1597139858337,1597139858348
landmark police station,True,police station,TEXT,1597139859063,1597139862763,1597139862841
state Florida,True,Florida,TEXT,1597139863979,1597139866953,1597139867014
gentle female,False,,,1597139869314,1597139872634,
jungle female,False,,,1597139875168,1597139878527,
gender female,True,female,RADIO,1597139879746,1597139882223,1597139882296
age 25,True,25,RANGE,1597139886107,1597139889633,1597139889727
bored,False,,,1597139891674,1597139895062,
bohica board,False,,,1597139897416,1597139900918,
description this is a short description about Nancy Drew,True,this is a short description about Nancy Drew,TEXTAREA,1597139903526,1597139909497,1597139909551
Vicky coup board,False,,,1597139910777,1597139915820,
vehicle,Mouse Click,boat,CHECKBOX,1597139917142,,1597139920353
save,True,,,1597139922257,1597139924429,1597139924448
