command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto Farrant,False,,,1597086345218,1597086348989,1597086349002
what autofill Pablo,False,,,1597086350517,1597086354022,1597086354037
auto Saint Pablo Escobar,False,,,1597086355679,1597086358581,1597086358589
Otto film Pablo,False,,,1597086360108,1597086363608,1597086363620
open tableau,False,,,1597086366052,1597086370326,1597086370338
firstname,Autofill,Pablo,TEXT,1597086371501,1597086374887,1597086374901
lastname,Autofill,Escobar,TEXT,1597086371501,1597086374887,1597086374902
address,Autofill,5860 North Bay Road,TEXT,1597086371501,1597086374887,1597086374904
country,Autofill,USA,SELECT,1597086371501,1597086374887,1597086374906
pin,Autofill,33140,TEXT,1597086371501,1597086374887,1597086374907
email,Autofill,escobar@netflix.com,TEXT,1597086371501,1597086374887,1597086374909
phone,Autofill,0112276899,TEXT,1597086371501,1597086374887,1597086374911
city,Autofill,Miami,TEXT,1597086371501,1597086374887,1597086374915
state,Autofill,,TEXT,1597086371501,1597086374887,1597086374918
stay Florida,False,,,1597086376448,1597086378768,1597086378780
state Florida,True,Florida,TEXT,1597086379520,1597086384413,1597086384427
gender male,True,male,RADIO,1597086385472,1597086387694,1597086387708
vehicle bike,True,bike,CHECKBOX,1597086389225,1597086392064,1597086392079
profession drug lord,True,drug lord,SELECT,1597086398077,1597086400907,1597086400923
landmark laboratory,True,laboratory,TEXT,1597086402050,1597086405000,1597086405012
description,True,,,1597086406590,1597086408779,1597086408793
Description there was a series in Netflix of Pablo Escobar,True,there was a series in Netflix of Pablo Escobar,TEXTAREA,1597086409528,1597086415402,1597086415415
save,True,,,1597086416808,1597086418632,1597086418644
