command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597759409340,1597759413150,1597759413164
lastname,Autofill,Watson,TEXT,1597759409340,1597759413150,1597759413167
address,Autofill,"221B, Baker Street",TEXT,1597759409340,1597759413150,1597759413171
country,Autofill,United Kingdom,SELECT,1597759409340,1597759413150,1597759413177
pin,Autofill,NW1 6XE,TEXT,1597759409340,1597759413150,1597759413180
email,Autofill,johnw@beingdoctor.com,TEXT,1597759409340,1597759413150,1597759413183
phone,Autofill,0112634888,TEXT,1597759409340,1597759413150,1597759413186
city,Autofill,London,TEXT,1597759409340,1597759413150,1597759413189
state,Autofill,,TEXT,1597759409340,1597759413150,1597759413192
profession doctor,True,doctor,SELECT,1597759415187,1597759417692,1597759417699
landmark library,True,library,TEXT,1597759418728,1597759421189,1597759421197
State England,True,England,TEXT,1597759422024,1597759424376,1597759424386
gender male vehicle car,True,male vehicle car,FORM,1597759425291,1597759431046,
gender male,True,male,RADIO,1597759433224,1597759435762,1597759435773
bacon car,False,,,1597759436999,1597759439570,
vehicle car,True,car,CHECKBOX,1597759440993,1597759443547,1597759443556
836,False,,,1597759444771,1597759447426,
836,False,,,1597759448460,1597759451290,
age 36,True,36,RANGE,1597759454151,1597759459856,1597759459866
description test,True,test,TEXTAREA,1597759460707,1597759463383,1597759463392
save,True,,,1597759464509,1597759466290,1597759466297
