command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597146903909,1597146907311,1597146907324
lastname,Autofill,Holmes,TEXT,1597146903909,1597146907311,1597146907327
address,Autofill,"221B, Baker Street",TEXT,1597146903909,1597146907311,1597146907329
country,Autofill,United Kingdom,SELECT,1597146903909,1597146907311,1597146907333
pin,Autofill,NW1 6XE,TEXT,1597146903909,1597146907311,1597146907336
email,Autofill,sherlock@gov.uk,TEXT,1597146903909,1597146907311,1597146907338
phone,Autofill,1747503639,TEXT,1597146903909,1597146907311,1597146907340
city,Autofill,London,TEXT,1597146903909,1597146907311,1597146907342
state,Autofill,,TEXT,1597146903909,1597146907311,1597146907343
profession detective,True,detective,SELECT,1597146909624,1597146912357,1597146912364
landmark Hospital,True,Hospital,TEXT,1597146913372,1597146916334,1597146916341
State England,True,England,TEXT,1597146918054,1597146920690,1597146920696
gender reveal,True,reveal,FORM,1597146922004,1597146924758,
gender male,True,male,RADIO,1597146926377,1597146929127,1597146929135
vehicle car,True,car,CHECKBOX,1597146930638,1597146933296,1597146933303
age 35,True,35,RANGE,1597146934338,1597146936994,1597146937002
description short description about Sherlock Holmes,True,short description about Sherlock Holmes,TEXTAREA,1597146937918,1597146942758,1597146942764
save,True,,,1597146943680,1597146945727,1597146945734
