command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
what autofill Pablo Escobar,False,,,1597147046145,1597147049441,
firstname,Autofill,Pablo,TEXT,1597147051979,1597147055214,1597147055225
lastname,Autofill,Escobar,TEXT,1597147051979,1597147055214,1597147055227
address,Autofill,5860 North Bay Road,TEXT,1597147051979,1597147055214,1597147055229
country,Autofill,USA,SELECT,1597147051979,1597147055214,1597147055231
pin,Autofill,33140,TEXT,1597147051979,1597147055214,1597147055233
email,Autofill,escobar@netflix.com,TEXT,1597147051979,1597147055214,1597147055235
phone,Autofill,0112276899,TEXT,1597147051979,1597147055214,1597147055236
city,Autofill,Miami,TEXT,1597147051979,1597147055214,1597147055239
state,Autofill,,TEXT,1597147051979,1597147055214,1597147055242
profession,True,,,1597147056643,1597147059733,
Profession drug lord,True,drug lord,SELECT,1597147061050,1597147064031,1597147064037
landmark laboratory,True,laboratory,TEXT,1597147065450,1597147068331,1597147068338
state Florida,True,Florida,TEXT,1597147070155,1597147072695,1597147072704
gender male,True,male,RADIO,1597147073522,1597147076673,1597147076680
vehicle car,True,car,CHECKBOX,1597147077807,1597147080050,1597147080062
age 40,True,40,RANGE,1597147081069,1597147083292,1597147083300
description,True,,,1597147084124,1597147086176,
Description one of the best TV shows ever watched,True,one of the best TV shows ever watched,TEXTAREA,1597147086921,1597147089620,1597147089629
save,True,,,1597147090947,1597147092785,1597147092795
