command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Nancy Drew,False,,,1597845340997,1597845343372,
firstname,Autofill,Nancy,TEXT,1597845350401,1597845353849,1597845353863
lastname,Autofill,Drew,TEXT,1597845350401,1597845353849,1597845353865
address,Autofill,"69, Seeawl Lane",TEXT,1597845350401,1597845353849,1597845353868
country,Autofill,USA,SELECT,1597845350401,1597845353849,1597845353870
pin,Autofill,07101,TEXT,1597845350401,1597845353849,1597845353872
email,Autofill,nancy.drew@sleuth.com,TEXT,1597845350401,1597845353849,1597845353873
phone,Autofill,1286659805,TEXT,1597845350401,1597845353849,1597845353878
city,Autofill,River Heights,TEXT,1597845350401,1597845353849,1597845353881
state,Autofill,,TEXT,1597845350401,1597845353849,1597845353884
profession detective,True,detective,SELECT,1597845355198,1597845360039,1597845360055
landmark police station,True,police station,TEXT,1597845360806,1597845364283,1597845364293
state Florida,True,Florida,TEXT,1597845365737,1597845368995,1597845369004
gender male,True,male,RADIO,1597845369831,1597845373157,1597845373165
gender female,True,female,RADIO,1597845375887,1597845378834,1597845378843
vehicle bike,True,bike,CHECKBOX,1597845380576,1597845383593,1597845383600
vehicle boot,True,boot,FORM,1597845384927,1597845389224,
vehicle boat,True,boat,CHECKBOX,1597845391264,1597845394046,1597845394060
age 25,True,25,RANGE,1597845395774,1597845398534,1597845398543
description,True,,,1597845400062,1597845401983,
Description answered you desk description,True,answered you desk description,TEXTAREA,1597845402877,1597845405588,1597845405596
safe,False,,,1597845407798,1597845409554,
save,True,,,1597845411279,1597845413026,1597845413033
