command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597907085806,1597907089480,1597907089489
lastname,Autofill,Holmes,TEXT,1597907085806,1597907089480,1597907089491
address,Autofill,"221B, Baker Street",TEXT,1597907085806,1597907089480,1597907089493
country,Autofill,United Kingdom,SELECT,1597907085806,1597907089480,1597907089496
pin,Autofill,NW1 6XE,TEXT,1597907085806,1597907089480,1597907089499
email,Autofill,sherlock@gov.uk,TEXT,1597907085806,1597907089480,1597907089503
phone,Autofill,1747503639,TEXT,1597907085806,1597907089480,1597907089506
city,Autofill,London,TEXT,1597907085806,1597907089480,1597907089509
state,Autofill,,TEXT,1597907085806,1597907089480,1597907089513
profession detective,True,detective,SELECT,1597907090835,1597907093816,1597907093824
landmark Hospital,True,Hospital,TEXT,1597907095132,1597907097857,1597907097864
State England,True,England,TEXT,1597907098987,1597907101713,1597907101723
gender reveal,True,reveal,FORM,1597907102730,1597907105698,
vehicle car,True,car,CHECKBOX,1597907106835,1597907109616,1597907109623
age 35,True,35,RANGE,1597907110430,1597907113362,1597907113368
description short description of Sherlock Holmes,True,short description of Sherlock Holmes,TEXTAREA,1597907114080,1597907118154,1597907118163
gender male,True,male,RADIO,1597907118891,1597907121865,1597907121871
save,True,,,1597907122759,1597907124388,1597907124396
