command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Nancy,TEXT,1597086037666,1597086040178,1597086040190
lastname,Autofill,Drew,TEXT,1597086037666,1597086040178,1597086040191
address,Autofill,"69, Seeawl Lane",TEXT,1597086037666,1597086040178,1597086040193
country,Autofill,USA,SELECT,1597086037666,1597086040178,1597086040195
pin,Autofill,07101,TEXT,1597086037666,1597086040178,1597086040199
email,Autofill,nancy.drew@sleuth.com,TEXT,1597086037666,1597086040178,1597086040202
phone,Autofill,1286659805,TEXT,1597086037666,1597086040178,1597086040204
city,Autofill,River Heights,TEXT,1597086037666,1597086040178,1597086040208
state,Autofill,,TEXT,1597086037666,1597086040178,1597086040210
state Florida,True,Florida,TEXT,1597086042596,1597086045084,1597086045097
gender female,True,female,RADIO,1597086046084,1597086048314,1597086048326
vehicle boat,True,boat,CHECKBOX,1597086049042,1597086051097,1597086051109
profession detective,True,detective,SELECT,1597086055618,1597086057919,1597086057933
landmark police station,True,police station,TEXT,1597086059497,1597086062156,1597086062168
description this is a short description about Nancy Drew she was one of the first few women Detectives,True,this is a short description about Nancy Drew she was one of the first few women Detectives,TEXTAREA,1597086063043,1597086072357,1597086072368
save,True,,,1597086073501,1597086075747,1597086075757
