command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1598025058840,1598025061570,1598025061583
lastname,Autofill,Wayne,TEXT,1598025058840,1598025061570,1598025061585
address,Autofill,1007 Mountain Drive,TEXT,1598025058840,1598025061570,1598025061587
country,Autofill,USA,SELECT,1598025058840,1598025061570,1598025061589
pin,Autofill,07001,TEXT,1598025058840,1598025061570,1598025061591
email,Autofill,batbruce@rich.com,TEXT,1598025058840,1598025061570,1598025061593
phone,Autofill,1122334478,TEXT,1598025058840,1598025061570,1598025061596
city,Autofill,Gotham,TEXT,1598025058840,1598025061570,1598025061598
state,Autofill,,TEXT,1598025058840,1598025061570,1598025061600
profession CEO,True,CEO,SELECT,1598025063493,1598025066595,1598025066605
landmark Hospital,True,Hospital,TEXT,1598025068130,1598025071015,1598025071024
State New York,True,New York,TEXT,1598025073336,1598025076128,1598025076136
gender male,True,male,RADIO,1598025078162,1598025080883,1598025080893
vehicle bike,True,bike,CHECKBOX,1598025082516,1598025085066,1598025085078
age 38,True,38,RANGE,1598025086983,1598025089661,1598025089671
description this is a short description about Bruce Wayne who is known as the Batman,True,this is a short description about Bruce Wayne who is known as the Batman,TEXTAREA,1598025092509,1598025098796,1598025098806
save,True,,,1598025100420,1598025102319,1598025102338
