command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597912107481,1597912110557,1597912110622
lastname,Autofill,Escobar,TEXT,1597912107481,1597912110557,1597912110639
address,Autofill,5860 North Bay Road,TEXT,1597912107481,1597912110557,1597912110652
country,Autofill,USA,SELECT,1597912107481,1597912110557,1597912110666
pin,Autofill,33140,TEXT,1597912107481,1597912110557,1597912110681
email,Autofill,escobar@netflix.com,TEXT,1597912107481,1597912110557,1597912110694
phone,Autofill,0112276899,TEXT,1597912107481,1597912110557,1597912110706
city,Autofill,Miami,TEXT,1597912107481,1597912110557,1597912110719
state,Autofill,,TEXT,1597912107481,1597912110557,1597912110732
description something,True,something,TEXTAREA,1597912112493,1597912115179,1597912115233
age 40,True,40,RANGE,1597912116180,1597912118440,1597912118484
vehicle car,True,car,CHECKBOX,1597912119411,1597912122193,1597912122250
gender male,True,male,RADIO,1597912123548,1597912125888,1597912125997
state Florida,True,Florida,TEXT,1597912127009,1597912129474,1597912129520
landmark laboratory,True,laboratory,TEXT,1597912130745,1597912134100,1597912134202
profession drug lord,True,drug lord,SELECT,1597912135339,1597912138208,1597912138279
save,True,,,1597912139510,1597912140500,1597912140571
