command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1598025298555,1598025301333,1598025301346
lastname,Autofill,Watson,TEXT,1598025298555,1598025301333,1598025301348
address,Autofill,"221B, Baker Street",TEXT,1598025298555,1598025301333,1598025301349
country,Autofill,United Kingdom,SELECT,1598025298555,1598025301333,1598025301351
pin,Autofill,NW1 6XE,TEXT,1598025298555,1598025301333,1598025301353
email,Autofill,johnw@beingdoctor.com,TEXT,1598025298555,1598025301333,1598025301354
phone,Autofill,0112634888,TEXT,1598025298555,1598025301333,1598025301356
city,Autofill,London,TEXT,1598025298555,1598025301333,1598025301359
state,Autofill,,TEXT,1598025298555,1598025301333,1598025301362
profession doctor,True,doctor,SELECT,1598025302845,1598025305742,1598025305750
landmark library,True,library,TEXT,1598025307419,1598025310096,1598025310105
State England,True,England,TEXT,1598025313116,1598025315690,1598025315699
gender male,True,male,RADIO,1598025317253,1598025320027,1598025320041
vehicle car,True,car,CHECKBOX,1598025322241,1598025325310,1598025325321
age 36,True,36,RANGE,1598025326669,1598025329643,1598025329656
description this is a description about John Watson who was a friend of Sherlock Holmes,True,this is a description about John Watson who was a friend of Sherlock Holmes,TEXTAREA,1598025331231,1598025337719,1598025337729
save,True,,,1598025338741,1598025340496,1598025340513
