command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1598025110161,1598025112816,1598025112829
lastname,Autofill,Escobar,TEXT,1598025110161,1598025112816,1598025112831
address,Autofill,5860 North Bay Road,TEXT,1598025110161,1598025112816,1598025112833
country,Autofill,USA,SELECT,1598025110161,1598025112816,1598025112834
pin,Autofill,33140,TEXT,1598025110161,1598025112816,1598025112836
email,Autofill,escobar@netflix.com,TEXT,1598025110161,1598025112816,1598025112838
phone,Autofill,0112276899,TEXT,1598025110161,1598025112816,1598025112842
city,Autofill,Miami,TEXT,1598025110161,1598025112816,1598025112844
state,Autofill,,TEXT,1598025110161,1598025112816,1598025112846
profession drug lord,True,drug lord,SELECT,1598025119273,1598025121968,1598025121976
landmark laboratory,True,laboratory,TEXT,1598025123395,1598025126117,1598025126124
state Florida,True,Florida,TEXT,1598025128441,1598025130824,1598025130834
gender male,True,male,RADIO,1598025132242,1598025134767,1598025134778
vehicle car,True,car,CHECKBOX,1598025136229,1598025138738,1598025138750
age 40,True,40,RANGE,1598025140072,1598025142233,1598025142244
description this is a discussion about Pablo Escobar who has a series in Netflix,True,this is a discussion about Pablo Escobar who has a series in Netflix,TEXTAREA,1598025143462,1598025149915,1598025149931
save,True,,,1598025151642,1598025153431,1598025153440
