command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597907222713,1597907226438,1597907226452
lastname,Autofill,Escobar,TEXT,1597907222713,1597907226438,1597907226455
address,Autofill,5860 North Bay Road,TEXT,1597907222713,1597907226438,1597907226458
country,Autofill,USA,SELECT,1597907222713,1597907226438,1597907226463
pin,Autofill,33140,TEXT,1597907222713,1597907226438,1597907226464
email,Autofill,escobar@netflix.com,TEXT,1597907222713,1597907226438,1597907226466
phone,Autofill,0112276899,TEXT,1597907222713,1597907226438,1597907226468
city,Autofill,Miami,TEXT,1597907222713,1597907226438,1597907226469
state,Autofill,,TEXT,1597907222713,1597907226438,1597907226470
profession drug lord,True,drug lord,SELECT,1597907227871,1597907230721,1597907230727
landmark laboratory,True,laboratory,TEXT,1597907231767,1597907234689,1597907234695
state Florida,True,Florida,TEXT,1597907235607,1597907238046,1597907238061
gender reveal,True,reveal,FORM,1597907239182,1597907241947,
vehicle car,True,car,CHECKBOX,1597907243165,1597907245519,1597907245549
age 40,True,40,RANGE,1597907246371,1597907248650,1597907248666
description short description of Pablo Escobar,True,short description of Pablo Escobar,TEXTAREA,1597907249417,1597907253448,1597907253462
gender reveal,True,reveal,FORM,1597907254473,1597907257347,
gender male,True,male,RADIO,1597907258294,1597907261322,1597907261335
save,True,,,1597907262495,1597907264153,1597907264162
