command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Country USA,True,USA,SELECT,1597089891203,1597089894705,1597089894716
wiggle bike,False,,,1597089896765,1597089900435,1597089900445
pinnacle bike,False,,,1597089901787,1597089909178,1597089909190
vehicle bike,True,bike,CHECKBOX,1597089913315,1597089917005,1597089917018
8:38,False,,,1597089921838,1597089925246,1597089925259
play,False,,,1597089928752,1597089930802,1597089930816
8,False,,,1597089932220,1597089934290,1597089934302
is 38,False,,,1597089935630,1597089940972,1597089940983
age 38,True,38,RANGE,1597089942021,1597089948969,1597089948982
see,False,,,1597089950548,1597089952701,1597089952712
say,False,,,1597089953880,1597089958618,1597089958630
save,True,,,1597089961562,1597089963718,1597089963728
