command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597146954367,1597146958498,1597146958507
lastname,Autofill,Watson,TEXT,1597146954367,1597146958498,1597146958509
address,Autofill,"221B, Baker Street",TEXT,1597146954367,1597146958498,1597146958510
country,Autofill,United Kingdom,SELECT,1597146954367,1597146958498,1597146958513
pin,Autofill,NW1 6XE,TEXT,1597146954367,1597146958498,1597146958514
email,Autofill,johnw@beingdoctor.com,TEXT,1597146954367,1597146958498,1597146958516
phone,Autofill,0112634888,TEXT,1597146954367,1597146958498,1597146958518
city,Autofill,London,TEXT,1597146954367,1597146958498,1597146958521
state,Autofill,,TEXT,1597146954367,1597146958498,1597146958525
profession doctor,True,doctor,SELECT,1597146960216,1597146962471,1597146962477
landmark library,True,library,TEXT,1597146964687,1597146967428,1597146967434
State England,True,England,TEXT,1597146968666,1597146970994,1597146971000
gender male,True,male,RADIO,1597146972017,1597146974291,1597146974300
vehicle car,True,car,CHECKBOX,1597146975215,1597146977455,1597146977465
age 36,True,36,RANGE,1597146978177,1597146980421,1597146980431
description short description about John Watson,True,short description about John Watson,TEXTAREA,1597146981243,1597146984724,1597146984734
save,True,,,1597146985647,1597146987702,1597146987710
