command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597749743844,1597749749426,1597749749437
lastname,Autofill,Watson,TEXT,1597749743844,1597749749426,1597749749439
address,Autofill,"221B, Baker Street",TEXT,1597749743844,1597749749426,1597749749440
country,Autofill,United Kingdom,SELECT,1597749743844,1597749749426,1597749749442
pin,Autofill,NW1 6XE,TEXT,1597749743844,1597749749426,1597749749443
email,Autofill,johnw@beingdoctor.com,TEXT,1597749743844,1597749749426,1597749749447
phone,Autofill,0112634888,TEXT,1597749743844,1597749749426,1597749749451
city,Autofill,London,TEXT,1597749743844,1597749749426,1597749749455
state,Autofill,,TEXT,1597749743844,1597749749426,1597749749458
profession doctor,True,doctor,SELECT,1597749751263,1597749754547,1597749754556
landmark library,True,library,TEXT,1597749755681,1597749758909,1597749758918
State England,True,England,TEXT,1597749760140,1597749763096,1597749763103
gender,True,,,1597749764325,1597749766286,
Gender male,True,male,RADIO,1597749768799,1597749771834,1597749771841
vehicle car,True,car,CHECKBOX,1597749773378,1597749776546,1597749776556
age 36,True,36,RANGE,1597749777474,1597749780528,1597749780535
description my name is Tom,True,my name is Tom,TEXTAREA,1597749781850,1597749785304,1597749785310
save,True,,,1597749786434,1597749788157,1597749788165
