command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Harry,TEXT,1597922300421,1597922302775,1597922302785
lastname,Autofill,Potter,TEXT,1597922300421,1597922302775,1597922302792
address,Autofill,"4, Privet Drive",TEXT,1597922300421,1597922302775,1597922302795
country,Autofill,United Kingdom,SELECT,1597922300421,1597922302775,1597922302801
pin,Autofill,RG12 9FG,TEXT,1597922300421,1597922302775,1597922302805
email,Autofill,harry.potter@hogwarts.com,TEXT,1597922300421,1597922302775,1597922302807
phone,Autofill,,TEXT,1597922300421,1597922302775,1597922302809
city,Autofill,Surrey,TEXT,1597922300421,1597922302775,1597922302811
state,Autofill,,TEXT,1597922300421,1597922302775,1597922302812
profession student,True,student,SELECT,1597922304610,1597922306844,1597922306853
landmark School,True,School,TEXT,1597922307979,1597922310335,1597922310342
mobile m052 1396 1394,False,,,1597922311557,1597922317750,
phone 52 1396 1394,True,5213961394,TEXT,1597922318964,1597922324732,1597922324738
state Watford,True,Watford,TEXT,1597922326268,1597922328994,1597922329003
gender male,True,male,RADIO,1597922329711,1597922332055,1597922332068
vehicle bike,True,bike,CHECKBOX,1597922332916,1597922335274,1597922335283
description give any description,True,give any description,TEXTAREA,1597922336033,1597922339803,1597922339809
age 20,True,20,RANGE,1597922340520,1597922342770,1597922342778
save,True,,,1597922344090,1597922345963,1597922345971
