command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Harry,TEXT,1597735268572,1597735271329,1597735271338
lastname,Autofill,Potter,TEXT,1597735268572,1597735271329,1597735271342
address,Autofill,"4, Privet Drive",TEXT,1597735268572,1597735271329,1597735271346
country,Autofill,United Kingdom,SELECT,1597735268572,1597735271329,1597735271351
pin,Autofill,RG12 9FG,TEXT,1597735268572,1597735271329,1597735271355
email,Autofill,harry.potter@hogwarts.com,TEXT,1597735268572,1597735271329,1597735271359
phone,Autofill,,TEXT,1597735268572,1597735271329,1597735271362
city,Autofill,Surrey,TEXT,1597735268572,1597735271329,1597735271364
state,Autofill,,TEXT,1597735268572,1597735271329,1597735271366
profession student,True,student,SELECT,1597735274268,1597735276948,1597735276957
landmark School,True,School,TEXT,1597735278370,1597735280954,1597735280963
phone fight 01396 1394,True,,,1597735282593,1597735290858,
phone 5213961394,True,5213961394,TEXT,1597735293380,1597735302088,1597735302096
state Watford,True,Watford,TEXT,1597735303708,1597735306469,1597735306476
gender mean,True,mean,FORM,1597735307999,1597735310733,
gender male,True,male,RADIO,1597735311867,1597735315229,1597735315240
play hiko bike,False,,,1597735316248,1597735319297,
play hickle bike,False,,,1597735320628,1597735324005,
age 20,True,20,RANGE,1597735324735,1597735327365,1597735327376
mohican bike,False,,,1597735328875,1597735331820,
description no description,True,no description,TEXTAREA,1597735333029,1597735336165,1597735336172
vehicle,Mouse Click,bike,CHECKBOX,1597735337132,,1597735339395
save,True,,,1597735340100,1597735342229,1597735342234
