command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597840812925,1597840815497,1597840815505
lastname,Autofill,Escobar,TEXT,1597840812925,1597840815497,1597840815507
address,Autofill,5860 North Bay Road,TEXT,1597840812925,1597840815497,1597840815509
country,Autofill,USA,SELECT,1597840812925,1597840815497,1597840815510
pin,Autofill,33140,TEXT,1597840812925,1597840815497,1597840815514
email,Autofill,escobar@netflix.com,TEXT,1597840812925,1597840815497,1597840815518
phone,Autofill,0112276899,TEXT,1597840812925,1597840815497,1597840815520
city,Autofill,Miami,TEXT,1597840812925,1597840815497,1597840815524
state,Autofill,,TEXT,1597840812925,1597840815497,1597840815529
profession drug lord,True,drug lord,SELECT,1597840816646,1597840820776,1597840820785
landmark laboratory,True,laboratory,TEXT,1597840822294,1597840825638,1597840825645
the state Florida,False,,,1597840827658,1597840830329,
state Florida,True,Florida,TEXT,1597840832063,1597840834654,1597840834664
gender male,True,male,RADIO,1597840836608,1597840839586,1597840839603
vehicle car,True,car,CHECKBOX,1597840841668,1597840844223,1597840844240
age 40,True,40,RANGE,1597840845504,1597840848370,1597840848382
description this form was about Pablo Escobar,True,this form was about Pablo Escobar,TEXTAREA,1597840850792,1597840856464,1597840856473
save,True,,,1597840857873,1597840859749,1597840859758
