command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597922438234,1597922441359,1597922441419
lastname,Autofill,Watson,TEXT,1597922438234,1597922441359,1597922441432
address,Autofill,"221B, Baker Street",TEXT,1597922438234,1597922441359,1597922441446
country,Autofill,United Kingdom,SELECT,1597922438234,1597922441359,1597922441460
pin,Autofill,NW1 6XE,TEXT,1597922438234,1597922441359,1597922441474
email,Autofill,johnw@beingdoctor.com,TEXT,1597922438234,1597922441359,1597922441485
phone,Autofill,0112634888,TEXT,1597922438234,1597922441359,1597922441507
city,Autofill,London,TEXT,1597922438234,1597922441359,1597922441517
state,Autofill,,TEXT,1597922438234,1597922441359,1597922441529
profession doctor,True,doctor,SELECT,1597922443082,1597922445943,1597922445988
landmark library,True,library,TEXT,1597922446807,1597922449356,1597922449401
State England,True,England,TEXT,1597922450310,1597922452465,1597922452521
gender male,True,male,RADIO,1597922453361,1597922455900,1597922455912
vehicle car,True,car,CHECKBOX,1597922456733,1597922459317,1597922459330
age 36,True,36,RANGE,1597922460265,1597922462066,1597922462075
description any description,True,any description,TEXTAREA,1597922462808,1597922466169,1597922466180
save,True,,,1597922466902,1597922468547,1597922468558
