command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
autofull Pablo Escobar,False,,,1597735621533,1597735624989,
firstname,Autofill,Pablo,TEXT,1597735626619,1597735630115,1597735630128
lastname,Autofill,Escobar,TEXT,1597735626619,1597735630115,1597735630130
address,Autofill,5860 North Bay Road,TEXT,1597735626619,1597735630115,1597735630131
country,Autofill,USA,SELECT,1597735626619,1597735630115,1597735630132
pin,Autofill,33140,TEXT,1597735626619,1597735630115,1597735630134
email,Autofill,escobar@netflix.com,TEXT,1597735626619,1597735630115,1597735630137
phone,Autofill,0112276899,TEXT,1597735626619,1597735630115,1597735630140
city,Autofill,Miami,TEXT,1597735626619,1597735630115,1597735630142
state,Autofill,,TEXT,1597735626619,1597735630115,1597735630143
profession drug lord,True,drug lord,SELECT,1597735632730,1597735635863,1597735635870
landmark laboratory,True,laboratory,TEXT,1597735636978,1597735639907,1597735639916
state Florida,True,Florida,TEXT,1597735641645,1597735644415,1597735644424
gender male,True,male,RADIO,1597735645434,1597735648321,1597735648333
the hicken car,False,,,1597735649081,1597735651892,
the hicken,False,,,1597735653018,1597735655280,
the hicken car,False,,,1597735656112,1597735659574,
age 40,True,40,RANGE,1597735660701,1597735663852,1597735663870
description no description,True,no description,TEXTAREA,1597735664592,1597735667819,1597735667827
the heakin car,False,,,1597735670052,1597735673205,
vehicle,Mouse Click,car,CHECKBOX,1597735674034,,1597735676468
save,True,,,1597735677370,1597735679389,1597735679399
