command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Nancy,TEXT,1598024903843,1598024906662,1598024906673
lastname,Autofill,Drew,TEXT,1598024903843,1598024906662,1598024906675
address,Autofill,"69, Seeawl Lane",TEXT,1598024903843,1598024906662,1598024906677
country,Autofill,USA,SELECT,1598024903843,1598024906662,1598024906679
pin,Autofill,07101,TEXT,1598024903843,1598024906662,1598024906681
email,Autofill,nancy.drew@sleuth.com,TEXT,1598024903843,1598024906662,1598024906683
phone,Autofill,1286659805,TEXT,1598024903843,1598024906662,1598024906691
city,Autofill,River Heights,TEXT,1598024903843,1598024906662,1598024906693
state,Autofill,,TEXT,1598024903843,1598024906662,1598024906695
profession detective,True,detective,SELECT,1598024909314,1598024912247,1598024912257
landmark police station,True,police station,TEXT,1598024913783,1598024916684,1598024916696
state Florida,True,Florida,TEXT,1598024919347,1598024921744,1598024921753
gender female,True,female,RADIO,1598024923116,1598024925685,1598024925696
vehicle boat,True,boat,CHECKBOX,1598024927035,1598024929513,1598024929522
age 25,True,25,RANGE,1598024931533,1598024934309,1598024934320
description this is a description about Nancy Drew,True,this is a description about Nancy Drew,TEXTAREA,1598024936088,1598024940163,1598024940185
save,True,,,1598024941529,1598024943425,1598024943434
