command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Nancy Drew,False,,,1597146842208,1597146844796,
after film Nancy,False,,,1597146850110,1597146854445,
firstname,Autofill,Nancy,TEXT,1597146856365,1597146859621,1597146859631
lastname,Autofill,Drew,TEXT,1597146856365,1597146859621,1597146859633
address,Autofill,"69, Seeawl Lane",TEXT,1597146856365,1597146859621,1597146859635
country,Autofill,USA,SELECT,1597146856365,1597146859621,1597146859637
pin,Autofill,07101,TEXT,1597146856365,1597146859621,1597146859639
email,Autofill,nancy.drew@sleuth.com,TEXT,1597146856365,1597146859621,1597146859643
phone,Autofill,1286659805,TEXT,1597146856365,1597146859621,1597146859645
city,Autofill,River Heights,TEXT,1597146856365,1597146859621,1597146859649
state,Autofill,,TEXT,1597146856365,1597146859621,1597146859651
profession detective,True,detective,SELECT,1597146861768,1597146864723,1597146864730
landmark police station,True,police station,TEXT,1597146865941,1597146869005,1597146869013
state Florida,True,Florida,TEXT,1597146871543,1597146874462,1597146874469
gender female,True,female,RADIO,1597146875579,1597146878000,1597146878009
vehicle boat,True,boat,CHECKBOX,1597146879119,1597146881874,1597146881881
age 25,True,25,RANGE,1597146882904,1597146885717,1597146885731
description,True,,,1597146886728,1597146888771,
Description short description about Nancy Drew,True,short description about Nancy Drew,TEXTAREA,1597146889672,1597146892385,1597146892392
save,True,,,1597146893406,1597146895372,1597146895382
