command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597741387131,1597741390887,1597741390895
lastname,Autofill,Holmes,TEXT,1597741387131,1597741390887,1597741390897
address,Autofill,"221B, Baker Street",TEXT,1597741387131,1597741390887,1597741390900
country,Autofill,United Kingdom,SELECT,1597741387131,1597741390887,1597741390902
pin,Autofill,NW1 6XE,TEXT,1597741387131,1597741390887,1597741390904
email,Autofill,sherlock@gov.uk,TEXT,1597741387131,1597741390887,1597741390907
phone,Autofill,1747503639,TEXT,1597741387131,1597741390887,1597741390911
city,Autofill,London,TEXT,1597741387131,1597741390887,1597741390913
state,Autofill,,TEXT,1597741387131,1597741390887,1597741390916
profession detective,True,detective,SELECT,1597741392899,1597741396787,1597741396795
landmark Hospital,True,Hospital,TEXT,1597741397718,1597741401487,1597741401495
State England,True,England,TEXT,1597741402418,1597741405977,1597741405987
gender male,True,male,RADIO,1597741407003,1597741410652,1597741410661
Sagan bike oops,False,,,1597741412296,1597741416862,
vehicle car,True,car,CHECKBOX,1597741418987,1597741422657,1597741422669
age 35,True,35,RANGE,1597741424079,1597741427503,1597741427518
description Sherlock Holmes,True,Sherlock Holmes,TEXTAREA,1597741428398,1597741432339,1597741432350
save,True,,,1597741433064,1597741435410,1597741435422
