command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
artificial Rock,False,,,1597086080729,1597086083068,1597086083077
open Sherlock,False,,,1597086084623,1597086087472,1597086087483
how to film Sherlock,False,,,1597086089381,1597086092360,1597086092370
firstname,Autofill,Sherlock,TEXT,1597086095216,1597086097963,1597086097976
lastname,Autofill,Holmes,TEXT,1597086095216,1597086097963,1597086097978
address,Autofill,"221B, Baker Street",TEXT,1597086095216,1597086097963,1597086097979
country,Autofill,United Kingdom,SELECT,1597086095216,1597086097963,1597086097981
pin,Autofill,NW1 6XE,TEXT,1597086095216,1597086097963,1597086097983
email,Autofill,sherlock@gov.uk,TEXT,1597086095216,1597086097963,1597086097985
phone,Autofill,1747503639,TEXT,1597086095216,1597086097963,1597086097986
city,Autofill,London,TEXT,1597086095216,1597086097963,1597086097988
state,Autofill,,TEXT,1597086095216,1597086097963,1597086097989
State England,True,England,TEXT,1597086099872,1597086102311,1597086102324
gender male,True,male,RADIO,1597086104171,1597086106719,1597086106731
very car,False,,,1597086108093,1597086110539,1597086110553
the Eagle car,False,,,1597086111966,1597086114659,1597086114669
vehicle car,True,car,CHECKBOX,1597086118740,1597086121272,1597086121285
provision detective,False,,,1597086123306,1597086125730,1597086125745
proficient detective,False,,,1597086128873,1597086131588,1597086131602
profession detective,True,detective,SELECT,1597086135237,1597086139252,1597086139268
landmark Hospital,True,Hospital,TEXT,1597086141271,1597086146191,1597086146204
description,True,,,1597086147330,1597086149417,1597086149429
save,True,,,1597086158392,1597086160241,1597086160254
