command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597140094117,1597140097551,1597140097562
lastname,Autofill,Wayne,TEXT,1597140094117,1597140097551,1597140097563
address,Autofill,1007 Mountain Drive,TEXT,1597140094117,1597140097551,1597140097565
country,Autofill,USA,SELECT,1597140094117,1597140097551,1597140097567
pin,Autofill,07001,TEXT,1597140094117,1597140097551,1597140097569
email,Autofill,batbruce@rich.com,TEXT,1597140094117,1597140097551,1597140097571
phone,Autofill,1122334478,TEXT,1597140094117,1597140097551,1597140097574
city,Autofill,Gotham,TEXT,1597140094117,1597140097551,1597140097576
state,Autofill,,TEXT,1597140094117,1597140097551,1597140097577
profession CEO,True,CEO,SELECT,1597140100278,1597140103800,1597140103808
landmark Hospital,True,Hospital,TEXT,1597140104827,1597140108107,1597140108113
state New York,True,New York,TEXT,1597140109028,1597140112025,1597140112070
gender male,True,male,RADIO,1597140113858,1597140117211,1597140117279
age 38,True,38,RANGE,1597140118807,1597140122452,1597140122525
description this is a short description about Bruce Wayne,True,this is a short description about Bruce Wayne,TEXTAREA,1597140123641,1597140129385,1597140129481
bohica by,False,,,1597140131012,1597140134401,
bohica bike,False,,,1597140135687,1597140139231,
vehicle,Mouse Click,bike,CHECKBOX,1597140141418,,1597140144195
save,True,,,1597140146025,1597140147971,1597140148016
