command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
autofeed Bruce,False,,,1597840732039,1597840734655,
firstname,Autofill,Bruce,TEXT,1597840737274,1597840740070,1597840740081
lastname,Autofill,Wayne,TEXT,1597840737274,1597840740070,1597840740084
address,Autofill,1007 Mountain Drive,TEXT,1597840737274,1597840740070,1597840740089
country,Autofill,USA,SELECT,1597840737274,1597840740070,1597840740091
pin,Autofill,07001,TEXT,1597840737274,1597840740070,1597840740093
email,Autofill,batbruce@rich.com,TEXT,1597840737274,1597840740070,1597840740097
phone,Autofill,1122334478,TEXT,1597840737274,1597840740070,1597840740100
city,Autofill,Gotham,TEXT,1597840737274,1597840740070,1597840740102
state,Autofill,,TEXT,1597840737274,1597840740070,1597840740103
profession CEO,True,CEO,SELECT,1597840742000,1597840745042,1597840745049
landmark Hospital,True,Hospital,TEXT,1597840746498,1597840749566,1597840749573
State New York,True,New York,TEXT,1597840751892,1597840754646,1597840754658
gender male,True,male,RADIO,1597840757075,1597840759425,1597840759433
vehicle bike,True,bike,CHECKBOX,1597840761060,1597840763923,1597840763930
aged 38,False,,,1597840765863,1597840768703,
age 38,True,38,RANGE,1597840770472,1597840773569,1597840773576
description this phone was about Bruce Wayne,True,this phone was about Bruce Wayne,TEXTAREA,1597840776924,1597840781998,1597840782006
safe,False,,,1597840783734,1597840785677,
favour,False,,,1597840786510,1597840788603,
save,True,,,1597840789491,1597840792606,1597840792615
