command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto fuel John Watson,False,,,1597911995279,1597911998652,
firstname,Autofill,John,TEXT,1597912000276,1597912003543,1597912003554
lastname,Autofill,Watson,TEXT,1597912000276,1597912003543,1597912003557
address,Autofill,"221B, Baker Street",TEXT,1597912000276,1597912003543,1597912003561
country,Autofill,United Kingdom,SELECT,1597912000276,1597912003543,1597912003564
pin,Autofill,NW1 6XE,TEXT,1597912000276,1597912003543,1597912003567
email,Autofill,johnw@beingdoctor.com,TEXT,1597912000276,1597912003543,1597912003572
phone,Autofill,0112634888,TEXT,1597912000276,1597912003543,1597912003574
city,Autofill,London,TEXT,1597912000276,1597912003543,1597912003575
state,Autofill,,TEXT,1597912000276,1597912003543,1597912003577
landmark library,True,library,TEXT,1597912004964,1597912008783,1597912008793
profession doctor,True,doctor,SELECT,1597912010013,1597912012573,1597912012578
State England,True,England,TEXT,1597912013876,1597912016558,1597912016569
gender male,True,male,RADIO,1597912017479,1597912019963,1597912019969
vehicle car,True,car,CHECKBOX,1597912021100,1597912023424,1597912023442
age 36,True,36,RANGE,1597912024155,1597912026641,1597912026650
description something,True,something,TEXTAREA,1597912027480,1597912030184,1597912030196
save,True,,,1597912030912,1597912032737,1597912032745
