command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
artificial Pablo Escobar,False,,,1597759556507,1597759561205,
firstname,Autofill,Pablo,TEXT,1597759564429,1597759567324,1597759567333
lastname,Autofill,Escobar,TEXT,1597759564429,1597759567324,1597759567335
address,Autofill,5860 North Bay Road,TEXT,1597759564429,1597759567324,1597759567337
country,Autofill,USA,SELECT,1597759564429,1597759567324,1597759567339
pin,Autofill,33140,TEXT,1597759564429,1597759567324,1597759567341
email,Autofill,escobar@netflix.com,TEXT,1597759564429,1597759567324,1597759567343
phone,Autofill,0112276899,TEXT,1597759564429,1597759567324,1597759567348
city,Autofill,Miami,TEXT,1597759564429,1597759567324,1597759567350
state,Autofill,,TEXT,1597759564429,1597759567324,1597759567352
profession dreadlord,True,dreadlord,SELECT,1597759569143,1597759571643,1597759571656
landmark laboratory,True,laboratory,TEXT,1597759574161,1597759577140,1597759577149
truckload profession dreadlord,False,,,1597759579426,1597759582262,
state Florida,True,Florida,TEXT,1597759583488,1597759588060,1597759588111
gender male,True,male,RADIO,1597759589293,1597759591655,1597759591733
vehicle car,True,car,CHECKBOX,1597759593230,1597759595888,1597759595956
age,True,,,1597759596874,1597759598726,
Age 40,True,40,RANGE,1597759600910,1597759602435,1597759602504
description test,True,test,TEXTAREA,1597759604397,1597759606920,1597759607012
profession,True,,,1597759607857,1597759609684,
Profession dreadlord,True,dreadlord,SELECT,1597759611101,1597759615101,1597759615181
profession,True,,,1597759616622,1597759619269,
Profession Lorde,True,Lorde,SELECT,1597759620332,1597759621206,1597759621273
profession,Mouse Click,drug lord,SELECT,1597759624650,,1597759631891
save,True,,,1597759633373,1597759635045,1597759635084
