command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597408064812,1597408067590,1597408067602
lastname,Autofill,Wayne,TEXT,1597408064812,1597408067590,1597408067610
address,Autofill,1007 Mountain Drive,TEXT,1597408064812,1597408067590,1597408067613
country,Autofill,USA,SELECT,1597408064812,1597408067590,1597408067615
pin,Autofill,07001,TEXT,1597408064812,1597408067590,1597408067620
email,Autofill,batbruce@rich.com,TEXT,1597408064812,1597408067590,1597408067624
phone,Autofill,1122334478,TEXT,1597408064812,1597408067590,1597408067628
city,Autofill,Gotham,TEXT,1597408064812,1597408067590,1597408067631
state,Autofill,,TEXT,1597408064812,1597408067590,1597408067633
profession CEO,True,CEO,SELECT,1597408069217,1597408072569,1597408072581
landmark Hospital,True,Hospital,TEXT,1597408073394,1597408076347,1597408076354
State New York,True,New York,TEXT,1597408077886,1597408081207,1597408081216
gender male,True,male,RADIO,1597408081943,1597408084613,1597408084622
vehicle bike,True,bike,CHECKBOX,1597408086448,1597408089936,1597408089949
age 38,True,38,RANGE,1597408091353,1597408094233,1597408094245
this is a short description on Batman,False,,,1597408095943,1597408099497,
description,True,,,1597408102805,1597408105552,
Description this is a short description on Batman,True,this is a short description on Batman,TEXTAREA,1597408106405,1597408110326,1597408110332
save,True,,,1597408112765,1597408114831,1597408114841
