command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597840683251,1597840685926,1597840685936
lastname,Autofill,Watson,TEXT,1597840683251,1597840685926,1597840685938
address,Autofill,"221B, Baker Street",TEXT,1597840683251,1597840685926,1597840685941
country,Autofill,United Kingdom,SELECT,1597840683251,1597840685926,1597840685946
pin,Autofill,NW1 6XE,TEXT,1597840683251,1597840685926,1597840685950
email,Autofill,johnw@beingdoctor.com,TEXT,1597840683251,1597840685926,1597840685953
phone,Autofill,0112634888,TEXT,1597840683251,1597840685926,1597840685956
city,Autofill,London,TEXT,1597840683251,1597840685926,1597840685959
state,Autofill,,TEXT,1597840683251,1597840685926,1597840685961
profession doctor,True,doctor,SELECT,1597840688115,1597840690572,1597840690582
landmark library,True,library,TEXT,1597840691696,1597840694836,1597840694844
State England,True,England,TEXT,1597840697559,1597840700111,1597840700122
gender male,True,male,RADIO,1597840701641,1597840704278,1597840704292
vehicle car,True,car,CHECKBOX,1597840705498,1597840708475,1597840708486
age 36,True,36,RANGE,1597840710028,1597840713208,1597840713216
description this form was about John Watson,True,this form was about John Watson,TEXTAREA,1597840715227,1597840720824,1597840720831
save,True,,,1597840721598,1597840723525,1597840723532
