command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597749676741,1597749681688,1597749681698
lastname,Autofill,Holmes,TEXT,1597749676741,1597749681688,1597749681703
address,Autofill,"221B, Baker Street",TEXT,1597749676741,1597749681688,1597749681706
country,Autofill,United Kingdom,SELECT,1597749676741,1597749681688,1597749681712
pin,Autofill,NW1 6XE,TEXT,1597749676741,1597749681688,1597749681715
email,Autofill,sherlock@gov.uk,TEXT,1597749676741,1597749681688,1597749681718
phone,Autofill,1747503639,TEXT,1597749676741,1597749681688,1597749681721
city,Autofill,London,TEXT,1597749676741,1597749681688,1597749681724
state,Autofill,,TEXT,1597749676741,1597749681688,1597749681727
profession detective,True,detective,SELECT,1597749683297,1597749686425,1597749686434
landmark Hospital,True,Hospital,TEXT,1597749687461,1597749690653,1597749690661
State England,True,England,TEXT,1597749691569,1597749694605,1597749694610
gender male,True,male,RADIO,1597749695452,1597749698377,1597749698390
wake up,False,,,1597749699301,1597749701153,
wake up,False,,,1597749701896,1597749703831,
car,False,,,1597749704797,1597749705989,
835 age 35,False,,,1597749707888,1597749712172,
age 35,True,35,RANGE,1597749713800,1597749716852,1597749716860
description,True,,,1597749718182,1597749720250,
Description I'm a good boy,True,I'm a good boy,TEXTAREA,1597749721066,1597749722460,1597749722467
vehicle bike,True,bike,CHECKBOX,1597749724819,1597749727992,1597749728001
and save,False,,,1597749729902,1597749732325,
save,True,,,1597749733774,1597749735546,1597749735555
