command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597907180637,1597907184100,1597907184109
lastname,Autofill,Wayne,TEXT,1597907180637,1597907184100,1597907184111
address,Autofill,1007 Mountain Drive,TEXT,1597907180637,1597907184100,1597907184114
country,Autofill,USA,SELECT,1597907180637,1597907184100,1597907184117
pin,Autofill,07001,TEXT,1597907180637,1597907184100,1597907184119
email,Autofill,batbruce@rich.com,TEXT,1597907180637,1597907184100,1597907184123
phone,Autofill,1122334478,TEXT,1597907180637,1597907184100,1597907184128
city,Autofill,Gotham,TEXT,1597907180637,1597907184100,1597907184129
state,Autofill,,TEXT,1597907180637,1597907184100,1597907184131
profession CEO,True,CEO,SELECT,1597907185429,1597907188356,1597907188364
landmark Hospital,True,Hospital,TEXT,1597907189371,1597907192125,1597907192131
State New York,True,New York,TEXT,1597907193043,1597907195905,1597907195915
vehicle bike,True,bike,CHECKBOX,1597907197031,1597907199691,1597907199699
gender male,True,male,RADIO,1597907200644,1597907203561,1597907203568
age 38,True,38,RANGE,1597907204586,1597907207777,1597907207789
description this is about Batman,True,this is about Batman,TEXTAREA,1597907208511,1597907212979,1597907212989
save,True,,,1597907213954,1597907215718,1597907215723
