command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597407938288,1597407941726,1597407941739
lastname,Autofill,Holmes,TEXT,1597407938288,1597407941726,1597407941741
address,Autofill,"221B, Baker Street",TEXT,1597407938288,1597407941726,1597407941752
country,Autofill,United Kingdom,SELECT,1597407938288,1597407941726,1597407941754
pin,Autofill,NW1 6XE,TEXT,1597407938288,1597407941726,1597407941757
email,Autofill,sherlock@gov.uk,TEXT,1597407938288,1597407941726,1597407941763
phone,Autofill,1747503639,TEXT,1597407938288,1597407941726,1597407941765
city,Autofill,London,TEXT,1597407938288,1597407941726,1597407941769
state,Autofill,,TEXT,1597407938288,1597407941726,1597407941772
profession detective,True,detective,SELECT,1597407943350,1597407948000,1597407948009
landmark Hospital,True,Hospital,TEXT,1597407948910,1597407951507,1597407951513
State England,True,England,TEXT,1597407952234,1597407955289,1597407955296
gender male,True,male,RADIO,1597407956023,1597407958774,1597407958783
vehicle bike,True,bike,CHECKBOX,1597407959500,1597407962222,1597407962233
age 35,True,35,RANGE,1597407963451,1597407966172,1597407966178
this is a description this is a short description about Sherlock Holmes,False,,,1597407967611,1597407976134,
save,True,,,1597407977568,1597407979590,1597407979600
