command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
opposite,False,,,1597741312473,1597741314802,
firstname,Autofill,Nancy,TEXT,1597741324294,1597741328046,1597741328061
lastname,Autofill,Drew,TEXT,1597741324294,1597741328046,1597741328063
address,Autofill,"69, Seeawl Lane",TEXT,1597741324294,1597741328046,1597741328064
country,Autofill,USA,SELECT,1597741324294,1597741328046,1597741328066
pin,Autofill,07101,TEXT,1597741324294,1597741328046,1597741328070
email,Autofill,nancy.drew@sleuth.com,TEXT,1597741324294,1597741328046,1597741328073
phone,Autofill,1286659805,TEXT,1597741324294,1597741328046,1597741328075
city,Autofill,River Heights,TEXT,1597741324294,1597741328046,1597741328076
state,Autofill,,TEXT,1597741324294,1597741328046,1597741328078
profession detective,True,detective,SELECT,1597741331475,1597741335357,1597741335363
landmark police station,True,police station,TEXT,1597741336467,1597741340354,1597741340363
state Florida,True,Florida,TEXT,1597741341903,1597741345380,1597741345390
gender female,True,female,RADIO,1597741347703,1597741351446,1597741351458
vehicle boat,True,boat,CHECKBOX,1597741352966,1597741356522,1597741356531
age,True,,,1597741357765,1597741360140,
Age 825,True,825,RANGE,1597741361167,1597741363889,1597741363898
age 25,True,25,RANGE,1597741365503,1597741368666,1597741368674
description detective,True,detective,TEXTAREA,1597741369587,1597741373707,1597741373716
save,True,,,1597741374740,1597741377213,1597741377225
