command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Harry,TEXT,1597840444964,1597840448982,1597840448999
lastname,Autofill,Potter,TEXT,1597840444964,1597840448982,1597840449003
address,Autofill,"4, Privet Drive",TEXT,1597840444964,1597840448982,1597840449005
country,Autofill,United Kingdom,SELECT,1597840444964,1597840448982,1597840449007
pin,Autofill,RG12 9FG,TEXT,1597840444964,1597840448982,1597840449012
email,Autofill,harry.potter@hogwarts.com,TEXT,1597840444964,1597840448982,1597840449015
phone,Autofill,,TEXT,1597840444964,1597840448982,1597840449018
city,Autofill,Surrey,TEXT,1597840444964,1597840448982,1597840449021
state,Autofill,,TEXT,1597840444964,1597840448982,1597840449024
profession student landmark School,True,student landmark School,SELECT,1597840450009,1597840459348,1597840459358
profession student,True,student,SELECT,1597840463786,1597840466335,1597840466341
landmark School,True,School,TEXT,1597840468546,1597840471079,1597840471089
phone 52 1396 1394,True,5213961394,TEXT,1597840473134,1597840481095,1597840481103
state Watford,True,Watford,TEXT,1597840483112,1597840485701,1597840485708
gender male,True,male,RADIO,1597840487215,1597840489496,1597840489506
raheel bike,False,,,1597840490947,1597840493598,
vehicle,True,,,1597840496533,1597840501002,
Vehicle bike,True,bike,FORM,1597840501913,1597840503393,
Riccall bike,False,,,1597840505811,1597840508547,
we he killed bike,False,,,1597840509272,1597840513885,
vehicle,Mouse Click,bike,CHECKBOX,1597840518395,,1597840521134
age 20,True,20,RANGE,1597840523047,1597840525441,1597840525450
description this is a short description about Harry Potter,True,this is a short description about Harry Potter,TEXTAREA,1597840526961,1597840531974,1597840531982
save,True,,,1597840533107,1597840535128,1597840535134
