command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597845578947,1597845583371,1597845583386
lastname,Autofill,Escobar,TEXT,1597845578947,1597845583371,1597845583389
address,Autofill,5860 North Bay Road,TEXT,1597845578947,1597845583371,1597845583391
country,Autofill,USA,SELECT,1597845578947,1597845583371,1597845583395
pin,Autofill,33140,TEXT,1597845578947,1597845583371,1597845583399
email,Autofill,escobar@netflix.com,TEXT,1597845578947,1597845583371,1597845583401
phone,Autofill,0112276899,TEXT,1597845578947,1597845583371,1597845583403
city,Autofill,Miami,TEXT,1597845578947,1597845583371,1597845583405
state,Autofill,,TEXT,1597845578947,1597845583371,1597845583407
profession drug lord,True,drug lord,SELECT,1597845587017,1597845589968,1597845589976
landmark lavatory,True,lavatory,TEXT,1597845590701,1597845593653,1597845593672
state Florida,True,Florida,TEXT,1597845594727,1597845596438,1597845596445
gender male,True,male,RADIO,1597845597327,1597845598920,1597845598930
vehicle car,True,car,CHECKBOX,1597845599775,1597845601330,1597845601337
age 40,True,40,RANGE,1597845602054,1597845604516,1597845604525
description about drug dealer,True,about drug dealer,TEXTAREA,1597845605329,1597845607865,1597845607872
save,True,,,1597845608896,1597845610540,1597845610550
