command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597749858441,1597749862250,1597749862340
lastname,Autofill,Escobar,TEXT,1597749858441,1597749862250,1597749862351
address,Autofill,5860 North Bay Road,TEXT,1597749858441,1597749862250,1597749862366
country,Autofill,USA,SELECT,1597749858441,1597749862250,1597749862377
pin,Autofill,33140,TEXT,1597749858441,1597749862250,1597749862388
email,Autofill,escobar@netflix.com,TEXT,1597749858441,1597749862250,1597749862400
phone,Autofill,0112276899,TEXT,1597749858441,1597749862250,1597749862418
city,Autofill,Miami,TEXT,1597749858441,1597749862250,1597749862430
state,Autofill,,TEXT,1597749858441,1597749862250,1597749862459
profession drug lord,True,drug lord,SELECT,1597749866397,1597749869476,1597749869517
landmark laboratory,True,laboratory,TEXT,1597749870588,1597749873642,1597749873678
state Florida,True,Florida,TEXT,1597749874648,1597749877615,1597749877697
gender male,True,male,RADIO,1597749878723,1597749881544,1597749881618
vehicle car,True,car,CHECKBOX,1597749882982,1597749885960,1597749886057
age 40,True,40,RANGE,1597749887219,1597749890068,1597749890151
description my name is Watson,True,my name is Watson,TEXTAREA,1597749891094,1597749895437,1597749895493
save,True,,,1597749898099,1597749900021,1597749900129
