command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Nancy,TEXT,1597911868059,1597911872226,1597911872240
lastname,Autofill,Drew,TEXT,1597911868059,1597911872226,1597911872242
address,Autofill,"69, Seeawl Lane",TEXT,1597911868059,1597911872226,1597911872244
country,Autofill,USA,SELECT,1597911868059,1597911872226,1597911872249
pin,Autofill,07101,TEXT,1597911868059,1597911872226,1597911872260
email,Autofill,nancy.drew@sleuth.com,TEXT,1597911868059,1597911872226,1597911872263
phone,Autofill,1286659805,TEXT,1597911868059,1597911872226,1597911872265
city,Autofill,River Heights,TEXT,1597911868059,1597911872226,1597911872267
state,Autofill,,TEXT,1597911868059,1597911872226,1597911872269
description sampling,True,sampling,TEXTAREA,1597911874045,1597911876829,1597911876837
age 25,True,25,RANGE,1597911877855,1597911880309,1597911880316
vehicle boot,True,boot,FORM,1597911881440,1597911884127,
vehicle boot,True,boot,FORM,1597911885348,1597911887796,
vehicle boot,True,boot,FORM,1597911889508,1597911891852,
vehicle,Mouse Click,boat,CHECKBOX,1597911895474,,1597911897434
gender female,True,female,RADIO,1597911899046,1597911903366,1597911903372
state Florida,True,Florida,TEXT,1597911904194,1597911906466,1597911906472
landmark police station,True,police station,TEXT,1597911907917,1597911911299,1597911911304
profession detective,True,detective,SELECT,1597911912520,1597911915101,1597911915107
safe,False,,,1597911918018,1597911920496,
set save,False,,,1597911921368,1597911923858,
save,True,,,1597911924688,1597911926544,1597911926551
