command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597139936125,1597139939607,1597139939628
lastname,Autofill,Holmes,TEXT,1597139936125,1597139939607,1597139939631
address,Autofill,"221B, Baker Street",TEXT,1597139936125,1597139939607,1597139939633
country,Autofill,United Kingdom,SELECT,1597139936125,1597139939607,1597139939636
pin,Autofill,NW1 6XE,TEXT,1597139936125,1597139939607,1597139939638
email,Autofill,sherlock@gov.uk,TEXT,1597139936125,1597139939607,1597139939642
phone,Autofill,1747503639,TEXT,1597139936125,1597139939607,1597139939643
city,Autofill,London,TEXT,1597139936125,1597139939607,1597139939645
state,Autofill,,TEXT,1597139936125,1597139939607,1597139939648
profession detective,True,detective,SELECT,1597139941755,1597139945205,1597139945213
landmark Hospital,True,Hospital,TEXT,1597139946075,1597139948779,1597139948795
state England,True,England,TEXT,1597139949624,1597139952766,1597139952774
gender male,True,male,RADIO,1597139955406,1597139958535,1597139958545
the eco car,False,,,1597139960271,1597139963403,
age 35,True,35,RANGE,1597139965310,1597139968339,1597139968347
description this is a short description about Sherlock Holmes,True,this is a short description about Sherlock Holmes,TEXTAREA,1597139970754,1597139976288,1597139976295
the eco car,False,,,1597139977206,1597139981320,
vehicle car,True,car,CHECKBOX,1597139984754,1597139987907,1597139987916
save,True,,,1597139989954,1597139992335,1597139992341
