command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
email,True,,,1597407271889,1597407274858,
Email Sherlock and gov.uk,True,Sherlock and gov.uk,TEXT,1597407275724,1597407278951,1597407278961
Sherlock at the Red gov.uk,False,,,1597407280990,1597407284670,
you mean,False,,,1597407287798,1597407289766,
email,True,,,1597407290846,1597407292239,
Email sherlock@gov.uk,True,sherlock@gov.uk,TEXT,1597407292966,1597407297985,1597407297996
age 35,True,35,RANGE,1597407300730,1597407306310,1597407306320
phone,True,,,1597407308323,1597407310773,
phone 174750369,True,174750369,TEXT,1597407311689,1597407316443,1597407316453
save,True,,,1597407321054,1597407323108,1597407323117
