command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597735421902,1597735424643,1597735424654
lastname,Autofill,Holmes,TEXT,1597735421902,1597735424643,1597735424656
address,Autofill,"221B, Baker Street",TEXT,1597735421902,1597735424643,1597735424658
country,Autofill,United Kingdom,SELECT,1597735421902,1597735424643,1597735424661
pin,Autofill,NW1 6XE,TEXT,1597735421902,1597735424643,1597735424663
email,Autofill,sherlock@gov.uk,TEXT,1597735421902,1597735424643,1597735424665
phone,Autofill,1747503639,TEXT,1597735421902,1597735424643,1597735424669
city,Autofill,London,TEXT,1597735421902,1597735424643,1597735424672
state,Autofill,,TEXT,1597735421902,1597735424643,1597735424676
profession detective,True,detective,SELECT,1597735426262,1597735428853,1597735428860
landmark Hospital,True,Hospital,TEXT,1597735429567,1597735432099,1597735432106
State England,True,England,TEXT,1597735434114,1597735436571,1597735436585
gender male,True,male,RADIO,1597735437711,1597735440362,1597735440370
vehicle car,True,car,CHECKBOX,1597735441190,1597735443853,1597735443861
age 35,True,35,RANGE,1597735444971,1597735447559,1597735447576
description no description,True,no description,TEXTAREA,1597735448400,1597735451483,1597735451491
save,True,,,1597735452743,1597735454875,1597735454883
