command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto John Watson,False,,,1597140002068,1597140005625,
firstname,Autofill,John,TEXT,1597140009551,1597140013052,1597140013064
lastname,Autofill,Watson,TEXT,1597140009551,1597140013052,1597140013066
address,Autofill,"221B, Baker Street",TEXT,1597140009551,1597140013052,1597140013067
country,Autofill,United Kingdom,SELECT,1597140009551,1597140013052,1597140013069
pin,Autofill,NW1 6XE,TEXT,1597140009551,1597140013052,1597140013071
email,Autofill,johnw@beingdoctor.com,TEXT,1597140009551,1597140013052,1597140013077
phone,Autofill,0112634888,TEXT,1597140009551,1597140013052,1597140013079
city,Autofill,London,TEXT,1597140009551,1597140013052,1597140013081
state,Autofill,,TEXT,1597140009551,1597140013052,1597140013083
profession doctor,True,doctor,SELECT,1597140015066,1597140018662,1597140018669
landmark library,True,library,TEXT,1597140019613,1597140023090,1597140023097
State England,True,England,TEXT,1597140024802,1597140027736,1597140027743
gender memes,True,memes,FORM,1597140029562,1597140032729,
gender male,True,male,RADIO,1597140034051,1597140037409,1597140037418
the car,False,,,1597140039058,1597140042144,
the Eagle car,False,,,1597140043369,1597140047227,
836,False,,,1597140048456,1597140051482,
836,False,,,1597140052615,1597140057693,
age 36,True,36,RANGE,1597140059113,1597140062983,1597140062994
description this is a short description about John Watson,True,this is a short description about John Watson,TEXTAREA,1597140064114,1597140070118,1597140070129
Becky cool car,False,,,1597140071748,1597140075309,
vehicle,Mouse Click,car,CHECKBOX,1597140078182,,1597140081208
save,True,,,1597140082514,1597140084641,1597140084646
