command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Otto c Pablo,False,,,1597741723430,1597741727024,
firstname,Autofill,Pablo,TEXT,1597741730133,1597741733809,1597741733821
lastname,Autofill,Escobar,TEXT,1597741730133,1597741733809,1597741733823
address,Autofill,5860 North Bay Road,TEXT,1597741730133,1597741733809,1597741733825
country,Autofill,USA,SELECT,1597741730133,1597741733809,1597741733827
pin,Autofill,33140,TEXT,1597741730133,1597741733809,1597741733828
email,Autofill,escobar@netflix.com,TEXT,1597741730133,1597741733809,1597741733830
phone,Autofill,0112276899,TEXT,1597741730133,1597741733809,1597741733832
city,Autofill,Miami,TEXT,1597741730133,1597741733809,1597741733835
state,Autofill,,TEXT,1597741730133,1597741733809,1597741733838
profession drug lord,True,drug lord,SELECT,1597741735926,1597741739723,1597741739729
landmark laboratory,True,laboratory,TEXT,1597741740750,1597741744189,1597741744197
state Florida,True,Florida,TEXT,1597741745501,1597741749175,1597741749188
gender male,True,male,RADIO,1597741750606,1597741754082,1597741754091
vehicle car,True,car,CHECKBOX,1597741755101,1597741758277,1597741758292
age 40,True,40,RANGE,1597741759638,1597741762584,1597741762592
description drug lord,True,drug lord,TEXTAREA,1597741763497,1597741767359,1597741767367
save,True,,,1597741768390,1597741770540,1597741770556
