command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
are Duffy Bruce Wayne,False,,,1597395975531,1597395979130,
ibuprofen bruise,False,,,1597395988734,1597395991516,
firstname,Autofill,Bruce,TEXT,1597395993176,1597395996351,1597395996476
lastname,Autofill,Wayne,TEXT,1597395993176,1597395996351,1597395996491
address,Autofill,1007 Mountain Drive,TEXT,1597395993176,1597395996351,1597395996527
country,Autofill,USA,SELECT,1597395993176,1597395996351,1597395996553
pin,Autofill,07001,TEXT,1597395993176,1597395996351,1597395996570
email,Autofill,batbruce@rich.com,TEXT,1597395993176,1597395996351,1597395996582
phone,Autofill,1122334478,TEXT,1597395993176,1597395996351,1597395996597
city,Autofill,Gotham,TEXT,1597395993176,1597395996351,1597395996609
state,Autofill,,TEXT,1597395993176,1597395996351,1597395996623
profession CEO,True,CEO,SELECT,1597395999107,1597396001959,1597396002019
landmark Hospital,True,Hospital,TEXT,1597396003453,1597396006592,1597396006672
State New York,True,New York,TEXT,1597396008056,1597396011227,1597396011312
gender male,True,male,RADIO,1597396012800,1597396015352,1597396015428
Regal bike,False,,,1597396016763,1597396019256,
Regal bike,False,,,1597396020454,1597396023448,
h38,False,,,1597396025882,1597396028488,
age 38,True,38,RANGE,1597396029778,1597396033123,1597396033146
recall bike,False,,,1597396033960,1597396036310,
recycle bike,False,,,1597396037134,1597396040771,
description Bruce from New York Beatles,True,Bruce from New York Beatles,TEXTAREA,1597396041726,1597396046394,1597396046406
vehicle bike,True,bike,CHECKBOX,1597396048028,1597396050719,1597396050728
seal,False,,,1597396051634,1597396053364,
save,True,,,1597396054509,1597396056581,1597396056590
