command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597408128433,1597408131013,1597408131023
lastname,Autofill,Escobar,TEXT,1597408128433,1597408131013,1597408131024
address,Autofill,5860 North Bay Road,TEXT,1597408128433,1597408131013,1597408131026
country,Autofill,USA,SELECT,1597408128433,1597408131013,1597408131032
pin,Autofill,33140,TEXT,1597408128433,1597408131013,1597408131033
email,Autofill,escobar@netflix.com,TEXT,1597408128433,1597408131013,1597408131035
phone,Autofill,0112276899,TEXT,1597408128433,1597408131013,1597408131039
city,Autofill,Miami,TEXT,1597408128433,1597408131013,1597408131042
state,Autofill,,TEXT,1597408128433,1597408131013,1597408131044
profession drug lord,True,drug lord,SELECT,1597408134455,1597408137511,1597408137518
landmark laboratory,True,laboratory,TEXT,1597408138732,1597408141964,1597408141975
state Florida,True,Florida,TEXT,1597408143077,1597408146138,1597408146145
Jake and Amir,False,,,1597408148593,1597408151081,
gender male,True,male,RADIO,1597408153618,1597408157269,1597408157280
vehicle car,True,car,CHECKBOX,1597408158167,1597408161266,1597408161276
age,True,,,1597408162683,1597408164938,
Age 40,True,40,RANGE,1597408165843,1597408167147,1597408167154
description,True,,,1597408170323,1597408172775,
Description Pablo Escobar is from Mexico,True,Pablo Escobar is from Mexico,TEXTAREA,1597408174055,1597408177253,1597408177263
save,True,,,1597408178068,1597408180118,1597408180126
