command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
auto sell Bruce Wayne,False,,,1597735506923,1597735509697,
autocyl Bruce Wayne,False,,,1597735511372,1597735515366,
Bruce Wayne,False,,,1597735516797,1597735520011,
autofull Bruce Wayne,False,,,1597735521977,1597735525671,
Otto full Bruce,False,,,1597735535562,1597735538708,
autofull Bruce,False,,,1597735541228,1597735544273,
firstname,Autofill,,TEXT,1597735547231,,1597735549677
autofull Bruce,False,,,1597735553428,1597735557099,
firstname,Autofill,Bruce,TEXT,1597735558123,1597735561972,1597735561986
lastname,Autofill,Wayne,TEXT,1597735558123,1597735561972,1597735561990
address,Autofill,1007 Mountain Drive,TEXT,1597735558123,1597735561972,1597735561992
country,Autofill,USA,SELECT,1597735558123,1597735561972,1597735561995
pin,Autofill,07001,TEXT,1597735558123,1597735561972,1597735561998
email,Autofill,batbruce@rich.com,TEXT,1597735558123,1597735561972,1597735562000
phone,Autofill,1122334478,TEXT,1597735558123,1597735561972,1597735562001
city,Autofill,Gotham,TEXT,1597735558123,1597735561972,1597735562003
state,Autofill,,TEXT,1597735558123,1597735561972,1597735562005
profession see you,True,see you,SELECT,1597735562791,1597735568741,1597735568755
landmark Hospital,True,Hospital,TEXT,1597735569559,1597735573223,1597735573230
profession CEO,True,CEO,SELECT,1597735575241,1597735578767,1597735578774
proficiency,False,,,1597735579806,1597735581421,
state New York,True,New York,TEXT,1597735582351,1597735584867,1597735584889
gender mean,True,mean,FORM,1597735586100,1597735588836,
gender male,True,male,RADIO,1597735590248,1597735593324,1597735593335
dahican bike,False,,,1597735594038,1597735596900,
vehicle bike,True,bike,CHECKBOX,1597735598014,1597735600960,1597735600970
age 38,True,38,RANGE,1597735601800,1597735604428,1597735604434
description no description,True,no description,TEXTAREA,1597735605153,1597735608288,1597735608301
save,True,,,1597735610505,1597735612723,1597735612740
